alpha,average_cost,cost_variance,average_runtime,average_hospitals
0.9,923.9478098948637,202.44614005764905,4.742925453186035,77.7
0.95,926.6982154412117,331.16735186181387,3.441549849510193,77.0
0.99,1135.2036800142691,4896.100166213198,3.2964598655700685,73.9
